310022,Yonago district
310023,Hino district
320000,Shimane Prefecture
320010,Eastern Region
320011,Matsue district
320012,Izumo district
320013,Unnan district
320020,Western Region
320021,Oda-Ochi district
320022,Hamada district
320023,Masuda district
320030,Oki
330000,Okayama Prefecture
330010,Southern Region
330011,Okayama Area
330012,Tobi Area
330013,Kurashiki Area
330014,Ikasa Area
330015,Takahashi Area
330020,Northern Region
330021,Niimi Area
330022,Maniwa Area
330023,Tsuyama Area
330024,Shoei Area
340000,Hiroshima Prefecture
340010,Southern Region
340011,Hiroshima · Kure
340012,Fukuyama · Bisan
340013,Higashi Hiroshima · Takehara
340020,Northern Region
340021,Bihoku
340022,Geihoku
350000,Yamaguchi Prefecture
350010,Western Region
350011,Shimonoseki
350012,Ube · Sanyo-Onoda
350020,Central Region
350021,Yamaguchi · Hofu
350022,Shunan · Kudamatsu
350030,Eastern Region
350031,Iwakuni
350032,Yanai · Hikari
350040,Northern Region
350041,Hagi · Mine
350042,Nagato
360000,Tokushima Prefecture
360010,Northern Region
360011,Tokushima · Naruto
360012,Northern Mima · Ahoku
360013,Southern Mima · Kamiyama
360014,Miyoshi
360020,Southern Region
360021,Anan
360022,Naka · Katsuura
360023,Kaifu
370000,Kagawa Prefecture
370001,Takamatsu Area
370002,Shozu
370003,Tosan
370004,Chusan
370005,Seisan
380000,Ehime Prefecture
380010,Chuyo
380020,Toyo
380021,Eastern Toyo
380022,Western Toyo
380030,Nan-yo
380031,Northern Nan-yo
380032,Southern Nan-yo
390000,Kochi Prefecture
390010,Central Region
390011,Central Kochi
390012,Reihoku
390013,Kogohoku
390020,Eastern Region
390021,Muroto
390022,Aki
390030,Western Region
390031,Hata
390032,Koban
400000,Fukuoka Prefecture
400010,Fukuoka Region
400020,Kitakyushu Region
400021,Kitakyushu and Onga district
400022,Keichiku
400030,Chikuho Region
400040,Chikugo Region
400041,Northern Chikugo
400042,Southern Chikugo
410000,Saga Prefecture
410010,Southern Region
410011,Saga-Taku district
410012,Tosu district
410013,Takeo district
410014,Kashima district
410020,Northern Region
410021,Karatsu district
410022,Imari district
420000,Nagasaki Prefecture
420010,Southern Region
420011,Shimabara Peninsula
420012,Nagasaki district
420013,Isahaya and Omura district
420014,Nishisonogi Peninsula
420020,Northern Region
420021,Hirado and Matsuura district
420022,Sasebo and Tohi district
420030,Iki · Tsushima
420031,Iki
420032,Kamitsushima
420033,Shimotsushima
420040,Goto
420041,Kamigoto
420042,Shimogoto
420100,Southern Part/Northern Part/Goto
430000,Kumamoto Prefecture
430010,Kumamoto Region
430011,Kumamoto City
430012,Yamaga-Kikuchi
430013,Arao-Tamana
430014,Kamimashiki
430015,Uki-Yatsushiro
430020,Aso Region
430030,Amakusa · Ashikita Region
430031,Amakusa Region
430032,Ashikita Region
430040,Kuma Region
440000,Oita Prefecture
440010,Central Region
440020,Northern Region
440030,Western Region
440031,Hita-Kusu
440032,Taketa City
440040,Southern Region
440041,Saiki City
440042,Bungoono City
450000,Miyazaki Prefecture
450010,Plain Area of Southern Region
450011,Miyazaki district
450012,Nichinan and Kushima district
450020,Plain Area of Northern Region
450021,Nobeoka and Hyuga district
450022,Saito and Takanabe district
450030,Area along mountains of Southern Region
450031,Kobayashi and Ebino district
450032,Miyakonojo district
450040,Area along mountains of Northern Region
450041,Takachiho district
450042,Shiiba and Misato district
460010,Satsuma Region
460011,Kagoshima and Hioki
460012,Izumi and Isa
460013,Sensatsu and Aira
460014,Koshikishima
460015,Ibusuki and Kawanabe
460020,Osumi Region
460021,Soo
460022,Kimotsuki
460030,Tanegashima · Yakushima Region
460031,Tanegashima Region
460032,Yakushima Region
460040,Amami Region
460041,Northern Region
460042,Southern Region
460043,Toshima Village
460100,Kagoshima Prefecture (excluding Amami Region)
471000,Okinawa Main Island Region
471010,Central and Southern Main Island
471011,Southern Region
471012,Central Region
471013,Kerama · Aguni Islands
471020,Northern Main Island
471021,Izena · Iheya
471022,Kunigami district
471023,Nago district
471024,Onna · Kin district
471030,Kumejima
472000,Daitojima Region
473000,Miyakojima Region
473001,Miyakojima
473002,Taramajima
474000,Yaeyama Region
474010,Ishigakijima Region
474011,Ishigaki City
474012,Taketomi Town
474020,Yonagunijima Region
